 EMILI Output File
 ------------------------------------
 Input Line List: zone-0-emi.in
 Input Matched List: zone-0-emi.match
 Results List: zone-0-emi.out
 Short Results List: zone-0-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Elements Depeleted:                                                                           Ionization States    Amount
 Fe                         I     - XXVII       50.00
 Ni                         I     - XXIX        50.00
 Si                         I     - XV          50.00
 Ca                         I     - XXI         50.00

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    165.700958    
 irvcor 2:    170.145630    
 irvcor 3:    164.595108    
 irvcor 4:    161.649811    
 irvcor 5:    161.649811    

   8711.62 |    8712.970$ Ne II      672357491      6  3.9E-07 -46.6 0/0 8 
   8711.62 |    8713.190$ Ne II      672356467      6  3.9E-07 -54.2 0/0 8 
   8711.62 |    8713.260$ Ne II      672357492      6  3.9E-07 -56.6 0/0 8 
   8711.53 |    8713.320  Mn II     1679086850      6  9.0E-07 -61.6 2/0 * 
   8711.37 |    8713.208  Fe I      1745179776      8  7.7E-07 -63.3 */1 9  8675.791 -45.7
   8711.62 |    8713.480$ Ne II      672356468      6  3.9E-07 -64.2 0/0 8 
   8711.53 |    8713.410  Cr II     1612377596      6  9.7E-07 -64.7 2/0 * 
   8711.53 |    8713.420  Cr II     1612138841      6  1.4E-06 -65.1 3/0 * 
   8711.53 |    8713.580  Cr II]    1611814003     22  9.3E-07 -70.6 4/0 * 
   8711.53 |    8713.677  Fe II]    1746057326     23  1.5E-06 -73.9 4/0 * 
   8711.53 |    8713.700$ Ar I      1208234012      6  1.9E-06 -74.7 0/0 8 
   8711.53 |    8713.800$ Ar I      1208232988      6  1.9E-06 -78.1 0/0 8 
   8711.53 |    8713.810$ Ar I      1208231964      6  1.9E-06 -78.5 0/0 8 
   8711.37 |    8713.750  C  I       402873374    262  1.9E-04 -82.0 0/0 6C
   8711.37 | >  8715.800 [Fe II]    1745925137     38  2.3E-03-152.5 2/0 0<

Observed Line:  8722.15  2.6E-04  S/N:     2.22 FWHM:  67.0
   8717.45 |    8716.400$ Ne II      672355444      6  3.9E-07  36.2 0/0 7 
   8717.21 |    8716.520$ Cl I      1141067806      6  1.6E-07  23.6 0/0 6 
+  8717.21 |    8716.750$ Cl I      1141066782      6  1.6E-07  15.7 0/0 5 
+  8717.45 |    8717.230$ Ne II      672354420      6  3.9E-07   7.7 0/0 4A
+  8717.37 |    8717.220$ N  II      470930493      6  3.6E-07   5.1 0/0 4A
+  8717.21 |    8717.423  Fe I      1745481931      8  5.7E-07  -7.5 4/0 6 
+  8717.21 |    8717.512  Fe I      1745290388      8  6.7E-07 -10.5 5/0 6 
+  8717.45 |    8718.000  C  IV      405877806      4  3.8E-06 -18.8 0/0 4A
+  8717.45 |    8718.000$ O  III     539138188      4  5.6E-06 -18.8 0/0 4A
+  8717.21 |    8717.764  Fe I      1745570022      7  5.5E-07 -19.2 4/0 7 
+  8717.21 |    8717.803  Mg I       805378059    263  3.0E-05 -20.5 4/0 5 
+  8717.21 |    8717.817  Mg I       805377035    263  3.0E-05 -21.0 4/0 5 
+  8717.21 |    8717.825  Mg I       805376011    263  3.0E-05 -21.3 2/0 5 
   8717.21 |    8718.014  Fe I      1745570023      7  5.5E-07 -27.8 2/0 8 
   8717.45 |    8718.290  O  II      538108003    262  2.8E-06 -28.8 2/0 7 
   8717.37 |    8718.837  N  I       469779464    263  1.0E-04 -50.5 4/0 8 
   8717.21 |    8718.710  Cr I      1610845284      6  6.9E-07 -51.7 5/1 9  8842.690 -77.2
   8717.21 |    8718.770  Mn I      1678197979      6  1.3E-07 -53.8 1/0 9 
   8717.45 |    8719.020  Ne II      672227385    262  3.9E-07 -53.9 6/0 * 
   8717.37 |    8719.425  Fe II]    1746147533     23  2.5E-07 -70.8 8/1 9  8613.127 -70.7
   8717.37 |    8719.430  Fe II]    1746206957     22  1.4E-07 -70.9 4/0 * 
   8717.37 |    8720.140  Cr II     1611806826      6  3.5E-05 -95.4 7/1 7  8714.280 -94.7
   8717.37 | >  8720.683  Fe II     1746053225      7  5.3E-05-114.0 4/0 0<

Observed Line:  8731.95  2.6E-03  S/N:    11.71 FWHM:  30.9
+  8727.13 |    8727.120 [C  I]      402658308     54  4.2E-03   0.3 0/0 1A
+  8727.00 |    8727.120 [Cr II]    1611734052     38  3.3E-04  -4.1 3/0 5B
   8727.16 |    8728.000 [Mn III]   1679851547     53  4.1E-05 -28.8 8/0 *D
   8727.16 |    8728.520  Mn II     1678866496      6  4.4E-05 -46.7 7/1 8C 8330.230 -37.8
   8727.16 | >  8728.900 [Fe III]   1746950150     37  3.3E-03 -59.7 1/0 0<

Observed Line:  8738.64  5.9E-04  S/N:     5.55 FWHM:  40.2
   8733.85 |    8732.970  Cr II     1611925714      6  5.3E-06  30.2 2/0 * 
   8733.85 |    8733.200 [Co III]   1814088732     37  2.0E-06  22.3 2/0 9 
+  8733.93 |    8733.700$ O  III     539142302      5  5.6E-06   8.0 0/0 5B
+  8733.85 |    8734.000 [V  III]   1545607170     53  3.2E-04  -5.2 8/0 4A
   8733.82 |    8734.707  Ti I      1476450315      7  1.4E-06 -30.6 5/1 9  8675.374 -26.8
   8733.85 |    8734.820  He I       134368272      6  1.0E-04 -33.4 0/0 7C
   8733.93 |    8734.980  Mg II      806381582    262  1.0E-04 -35.9 2/0 9 
   8733.69 |    8734.822 [Fe II]    1745935389     39  1.4E-03 -39.0 4/0 8D
   8733.93 |    8735.700$ O  III     539141278      5  5.6E-06 -60.7 0/0 8D
   8733.69 | >  8736.020* Mg I       805380108    263  3.0E-05 -80.2 0/0 0<

Observed Line:  8743.44  8.9E-04  S/N:    14.73 FWHM:  33.2
   8738.65 |    8738.000  C  II      403931292    260  5.8E-04  22.2 9/0 8C
   8738.65 |    8738.160  Fe II     1746442619      6  2.1E-06  16.7 7/0 9 
   8738.48 |    8739.067 [Fe II]    1745941545     39  8.8E-04 -20.0 0/0 5A
   8738.65 |    8739.530$ Ar I      1208126485      6  1.9E-06 -30.3 0/0 8C
   8738.65 |    8739.613$ Ar I      1208125461      7  1.9E-06 -33.2 0/0 8C
   8738.48 |    8739.530 [V  II]    1544618035     54  2.0E-05 -35.9 2/0 9 
   8738.65 |    8739.970* He I       134365198      6  1.0E-04 -45.4 0/0 6B
   8738.65 | >  8741.350  Cr II     1611751481      6  1.7E-04 -92.8 1/0 0<

Observed Line:  8755.19  1.3E-02  S/N:    20.47 FWHM:  32.8
   8738.65 | >  8741.350  Cr II     1611751481      6  1.7E-04 -92.8 1/0 0<

Observed Line:  8781.85  2.8E-04  S/N:    18.60 FWHM:   3.9
   8777.03 |    8776.090  Cr II     1611751482      6  1.7E-04  32.3 2/0 8D
+  8777.03 |    8776.733* He I       134342666    262  1.0E-04  10.3 0/0 3A
+  8777.03 |    8776.800  Si II      940674138      5  1.2E-06   8.0 3/0 7B
+  8777.00 |    8777.274 [Ti I]     1476410371     39  3.1E-06  -9.3 3/0 7B
   8777.12 |    8778.000  O  V       541171791    260  1.3E-05 -30.1 4/0 9 
   8777.03 |    8778.010  C  II      403929246    262  5.8E-04 -33.3 6/0 8D
   8777.03 |    8778.260  Fe II     1746430322      6  2.2E-06 -41.9 2/0 * 
   8777.03 | >  8778.732$ Ne I       671109129    648  6.0E-05 -58.0 0/0 0<

Observed Line:  8794.20  2.7E-03  S/N:    21.57 FWHM:  27.0
   8789.38 |    8788.400$ Ar I      1208166425      5  1.9E-06  33.4 0/0 8D
   8789.46 |    8788.850$ O  II      538077272      6  2.8E-06  21.0 0/0 7A
+  8789.38 |    8789.180  Cr II     1612292538      6  1.0E-06   6.8 9/0 7A
   8789.21 |    8789.560  Cr I      1610737712      6  1.3E-06 -11.8 4/0 8D
   8789.35 |    8789.880 [Ti II]    1477475345     54  1.2E-05 -18.2 3/0 8D
   8789.38 |    8790.050  C  II      403928223    262  5.8E-04 -22.9 3/0 7A
   8789.21 |    8790.521  Fe I      1745173632      8  7.7E-07 -44.6 7/0 * 
   8789.46 |    8791.000  O  V       541170767    260  1.3E-05 -52.4 4/0 9 
   8789.21 | >  8792.120 [Cr II]    1611695113     38  1.1E-03 -99.1 5/0 0<

Observed Line:  8814.92  1.1E-03  S/N:    16.94 FWHM:  32.8
   8810.09 |    8809.330$ Ni II     1880491295      6  6.2E-08  25.8 0/0 8 
   8809.92 |    8809.415$ Ni I      1879111721      7  7.0E-08  17.3 0/0 7 
   8809.92 |    8809.572$ Fe I      1745548519      7  5.5E-07  11.9 0/0 6 
+  8810.09 |    8809.826  Fe II     1746052201      7  5.4E-05   8.9 3/0 5C
+  8810.09 |    8809.900$ Ne I       671345685      5  6.0E-05   6.4 0/0 3A
+  8810.09 |    8810.120  Co II     1813217440      6  3.8E-07  -1.1 1/0 5C
+  8809.92 |    8810.000  S  I      1073902689    260  8.2E-06  -2.6 5/0 4B
+  8809.92 |    8810.150  Fe I      1745512666      6  5.6E-07  -7.7 0/0 5C
   8810.09 |    8810.560  Fe II]    1746209005     22  1.4E-07 -16.1 0/0 7 
   8810.09 |    8810.830  Fe II     1746281748      6  3.7E-06 -25.3 4/0 9 
   8809.92 |    8810.690  Co I      1812203619      6  8.1E-08 -26.1 3/0 * 
   8809.92 |    8810.770$ Cl I      1140972570      6  1.6E-07 -28.8 0/0 8 
   8810.09 |    8810.990  Fe II     1746060392      6  5.0E-05 -30.7 0/0 6 
   8810.17 |    8811.100  O  III     539186374    261  5.6E-06 -31.6 9/0 9 
   8810.09 |    8811.300  Co II     1813183623      5  5.7E-07 -41.3 6/0 * 
   8810.09 | >  8812.890  Cr II     1611751483      6  1.7E-04 -95.4 2/1 0< 8741.350 -92.8

Observed Line:  8845.43  1.4E-04  S/N:     1.43 FWHM:  17.3
+  8840.58 |    8839.760  Cl II     1142110329      6  5.2E-07  27.8 6/0 7 
+  8840.67 |    8839.900  O  III     539187399    261  5.6E-06  26.0 7/0 6D
+  8840.58 |    8840.800$ Ar I      1208093715      7  1.9E-06  -7.5 0/0 4A
+  8840.58 |    8840.807$ Ar I      1208092691      7  1.9E-06  -7.7 0/0 4A
+  8840.67 |    8841.000 [Co VII]   1818243077     52  2.0E-06 -11.3 3/0 6D
+  8840.58 |    8841.020  Cr II     1612373496      6  9.8E-07 -14.9 9/0 6D
+  8840.42 |    8841.265  Al I       872443914    263  5.3E-06 -28.8 1/0 5C
   8840.42 |    8841.680  Cr I      1610839139      6  7.0E-07 -42.9 2/0 8 
   8840.58 |    8841.930  Cl II     1142123641      6  5.2E-07 -45.8 4/0 8 
   8840.58 |    8842.100  Si II      940674139      5  1.2E-06 -51.6 3/0 9 
   8840.58 |    8842.120  Fe II     1746052202      7  5.4E-05 -52.2 4/0 7 
   8840.58 |    8842.600 [Mn III]   1679841290     37  2.6E-04 -68.5 8/0 8 
   8840.42 |    8842.530 [V  II]    1544567812     54  1.6E-04 -71.8 5/0 8 
   8840.42 |    8842.690  Cr I      1610844261      6  6.9E-07 -77.2 5/0 * 
   8840.58 |    8842.920  S  II     1074935895    262  2.6E-05 -79.4 2/0 9 
   8840.42 |    8842.835$ Fe I      1745551593      7  5.5E-07 -82.1 0/0 8 
   8840.58 |    8843.140  Mn II     1678895200      6  1.4E-05 -86.8 5/0 9 
   8840.55 |    8843.374 [Ni I]     1879056390     39  9.5E-07 -95.9 1/0 9 
   8840.42 |    8843.374$ Fe I      1745636601      7  5.4E-07-100.4 0/0 8 
   8840.58 |    8843.570  N  I]      469807118     22  5.1E-07-101.4 1/0 9 
   8840.42 |    8844.210  Mg I]      805425167     22  2.8E-07-128.7 0/0 8 
   8840.58 |    8844.700  Cr II]    1611787364     22  1.3E-06-139.7 4/1 9  8780.850-130.4
   8840.58 |    8844.900  Fe II     1746435449      6  2.2E-06-146.5 9/0 * 
   8840.67 |    8845.050$ Ne II      672452775      6  3.9E-07-148.7 0/0 8 
   8840.58 |    8845.000* He I       134360079      5  1.0E-04-149.9 0/0 6D
   8840.67 |    8845.150$ Ne II      672451751      6  3.9E-07-152.1 0/0 8 
   8840.58 |    8845.080  Cr II     1612137830      6  1.4E-06-152.6 5/0 * 
   8840.42 |    8844.930  C  I       402873380    262  1.9E-04-153.1 1/0 7 
   8840.58 |    8845.100  Mn II     1679150386      5  5.5E-07-153.3 4/0 * 
   8840.58 |    8845.130  Cl II     1142125690      6  5.2E-07-154.3 5/0 * 
   8840.58 | >  8848.180 [Cr III]   1612734480     54  1.9E-03-257.7 1/0 0<

Observed Line:  8855.71  3.2E-03  S/N:    14.59 FWHM:  31.0
   8850.85 |    8849.887$ Ar I      1208089619      7  1.9E-06  32.8 0/0 8D
   8850.85 |    8849.909$ Ar I      1208088595      7  1.9E-06  32.1 0/0 8D
   8850.69 |    8850.111  Fe I      1744953401      8  2.1E-06  19.6 2/0 9 
+  8850.85 |    8850.890 [Mn III]   1679839241     38  2.6E-04  -1.2 4/0 4A
   8850.69 |    8851.153 [Fe II]    1745933335     39  1.5E-03 -15.7 1/0 5B
   8850.85 |    8851.800  Al II      873480201    262  9.2E-06 -32.0 5/0 9 
   8850.69 |    8851.822 [Fe II]    1745935390     55  1.4E-03 -38.4 6/1 7C 8734.822 -39.0
   8850.69 | >  8852.420 [Co II]    1813014543     54  3.5E-04 -58.6 5/0 0<

Observed Line:  8867.56  2.0E-02  S/N:    24.23 FWHM:  32.2
+  8862.53 |    8862.783  H  I        67244044      7  1.0E+00  -8.5 0/0 2A
   8862.70 |    8863.490 [Cr III]   1612735507     38  1.2E-03 -26.8 1/0 8B
   8862.70 | >  8865.306$ Ne I       671108102    648  6.0E-05 -88.3 0/0 0<

Observed Line:  8893.56  1.2E-03  S/N:     7.91 FWHM:  30.1
   8888.68 |    8887.740  Ni II     1880364197      6  7.1E-08  31.9 3/0 * 
   8888.52 |    8887.640  P  I      1006758941      6  1.5E-07  29.6 3/0 * 
   8888.52 |    8888.110  C  I]      402870307     22  1.7E-07  13.8 1/0 7C
+  8888.52 |    8888.320 [V  II]    1544595468     54  6.9E-05   6.7 5/1 3A 8692.480  -0.7
+  8888.52 |    8888.400$ Cl I      1140970522      6  1.6E-07   4.0 0/0 4B
   8888.68 |    8889.330  Cl II     1142115449      6  5.2E-07 -21.8 5/0 9 
   8888.68 |    8889.800  Mn II     1679248722      5  4.5E-07 -37.7 4/0 * 
   8888.68 |    8889.830  Cr II]    1611814004     22  9.3E-07 -38.7 4/0 9 
   8888.68 |    8889.857* O  I]      537033783     23  1.3E-06 -39.6 0/0 7C
   8888.52 |    8889.993  Fe I      1745274003      8  6.8E-07 -49.8 4/0 * 
   8888.68 |    8890.160$ N  II      470921277      6  3.6E-07 -49.8 0/0 8 
   8888.52 |    8890.169  Fe I      1745366202      8  6.0E-07 -55.7 3/0 * 
   8888.52 | >  8891.913 [Fe II]    1745894407     55  9.1E-03-114.6 4/0 0<

Observed Line:  8898.76  2.8E-03  S/N:     5.08 FWHM:  26.8
+  8893.88 |    8893.530  Cr II     1611916484      6  6.1E-06  11.8 3/0 7C
+  8893.71 |    8893.420  Cr I      1610853481      6  6.8E-07   9.9 5/0 7C
+  8893.71 |    8893.900  Cr I      1610852456      6  6.8E-07  -6.2 5/0 6B
+  8893.97 |    8894.210$ O  II      538075225      6  2.8E-06  -8.2 0/0 5A
   8893.88 |    8895.300  Cr II     1612027120      6  2.9E-06 -47.9 8/0 * 
   8893.71 |    8895.280 [Cr II]    1611718674     54  6.5E-04 -52.8 3/0 7C
   8893.88 |    8895.460$ Ar I      1208153113      6  1.9E-06 -53.3 0/0 8 
   8893.88 |    8895.500$ Ar I      1208152089      5  1.9E-06 -54.6 0/0 8 
   8893.88 |    8895.506  Fe II]    1745946670     23  2.2E-05 -54.8 5/1 8  8811.942 -63.2
   8893.97 |    8895.720$ O  II      538074201      6  2.8E-06 -59.1 0/0 8 
   8893.88 |    8895.680$ Ne I       671198224      6  6.0E-05 -60.7 0/0 7C
   8893.71 | >  8896.480 [Co II]    1813023761     38  2.3E-04 -93.2 1/0 0<

Observed Line:  8951.06  2.1E-03  S/N:     5.45 FWHM:  43.2
   8946.12 |    8945.230  Ca I      1342399510      6  3.7E-08  29.8 2/0 * 
   8945.99 |    8945.161  Fe I      1745286297      8  6.7E-07  27.6 3/1 8  9049.357  19.9
   8945.99 |    8945.189  Fe I      1745184901      8  7.7E-07  26.7 4/0 9 
   8945.99 |    8945.203$ Fe I      1745640700      7  5.4E-07  26.2 0/0 7 
   8946.15 |    8945.530  Ni II     1880587542      6  6.2E-08  20.8 0/0 7 
   8945.99 |    8945.450  Cr I      1610836068      6  7.0E-07  18.0 8/0 7 
+  8946.15 |    8946.000  Al II      873573424    261  4.9E-06   5.1 2/0 4A
+  8946.15 |    8946.051  Fe II]    1745955892     23  1.5E-05   3.4 3/0 4A
+  8946.24 |    8946.500  O  II      538108006    262  2.8E-06  -8.7 2/0 5C
+  8945.99 |    8946.260  Fe I]     1744929829     24  7.2E-08  -9.2 5/0 7 
   8945.99 |    8946.500  Cr I      1610774607      6  9.3E-07 -17.3 */0 7 
   8946.15 |    8946.713$ Cu II     1947456665      7  2.6E-08 -18.8 0/0 6D
   8946.15 |    8946.770  Cr II     1612365289      6  9.9E-07 -20.7 5/0 8 
   8946.15 |    8946.853  Fe II]    1746055278     23  1.5E-06 -23.5 4/0 8 
   8946.15 |    8947.250  Cl II     1142108281      6  5.2E-07 -36.8 6/0 9 
   8946.24 |    8947.400$ O  II      538077274      6  2.8E-06 -38.9 0/0 6D
   8945.99 |    8947.180 [V  II]    1544610853     54  2.5E-05 -40.1 4/0 8 
   8945.99 |    8947.260  Cr I      1610727456      6  1.5E-06 -42.7 2/0 9 
   8946.15 |    8947.670  Cr II     1612368345      6  9.9E-07 -50.9 4/1 8  8864.010 -44.4
   8946.15 |    8947.800  Al II      873573425    261  4.9E-06 -55.3 2/0 8 
   8946.15 |    8947.830  Al II      873480202    262  9.2E-06 -56.3 4/0 8 
   8946.15 |    8948.020  Cr II     1612321214      6  1.0E-06 -62.6 6/0 9 
   8946.15 |    8948.040  Cr II     1612323270      6  1.0E-06 -63.3 4/1 8  9218.790 -50.7
   8946.15 | >  8949.540 [Cr III]   1612738584     38  6.4E-04-113.6 1/0 0<

Observed Line:  9019.88  2.3E-02  S/N:    21.13 FWHM:  32.6
+  9014.77 |    9014.910  H  I        67221516      7  1.0E+00  -4.8 0/0 1A
   9014.93 | >  9016.600  C  II      403917980    261  5.8E-04 -55.4 8/1 0< 9020.900 -44.8

Observed Line:  9024.50  3.2E-03  S/N:     3.54 FWHM:  19.1
   9019.55 |    9018.490  Cr II     1612013809      6  2.9E-06  35.3 5/0 * 
   9019.55 |    9019.070  Cr II     1612354010      6  9.9E-07  16.0 */0 8 
+  9019.55 |    9019.400  Cr II     1612184942      5  1.4E-06   5.0 9/0 6D
+  9019.52 |    9019.650 [Co I]     1811954695     54  1.8E-06  -4.4 5/0 6D
+  9019.55 |    9019.750  Cr II     1611915458      6  6.2E-06  -6.6 7/0 5B
+  9019.55 |    9019.800 [Mn III]   1679894579     53  1.4E-06  -8.3 2/0 7 
+  9019.55 |    9019.910  Cr II     1612137831      6  1.4E-06 -11.9 4/0 7 
+  9019.38 |    9019.745  Fe I      1745201290      8  7.5E-07 -12.0 */3 4A 9062.239 -16.5 9297.606  -6.8 9155.647 -10.8
   9019.38 |    9019.850  Cr I      1610761294      6  9.4E-07 -15.5 */1 7  8659.950 -14.3
   9019.38 |    9019.870  C  I       402855968    262  1.9E-04 -16.2 2/0 6D
   9019.55 |    9020.100  C  II      403834941    261  5.8E-04 -18.2 1/0 5B
   9019.64 |    9020.300  N  IV      473043064      5  1.2E-06 -22.0 0/0 6D
   9019.55 |    9020.645* N  I       470059295    262  5.5E-05 -36.3 0/0 7 
   9019.55 |    9020.900  C  II      403917981    261  5.8E-04 -44.8 8/0 8 
   9019.38 |    9020.760  Cr I      1610895477      6  6.3E-07 -45.8 5/0 * 
   9019.64 |    9021.020$ O  II      538092636      6  2.8E-06 -45.9 0/0 8 
   9019.55 |    9020.960  Cr II     1612373501      6  9.8E-07 -46.8 7/0 * 
   9019.55 |    9020.990  Cr II]    1611752505     22  5.3E-06 -47.8 5/0 * 
   9019.55 |    9021.280  Fe II     1746434426      6  2.2E-06 -57.5 7/0 * 
   9019.55 |    9021.350$ Ar I      1208066066      6  1.9E-06 -59.8 0/0 8 
   9019.38 |    9021.640  Cr I      1610735661      6  1.3E-06 -75.0 2/1 8  9017.040 -75.6
   9019.55 | >  9022.180  N  I       470057247    262  5.5E-05 -87.4 4/0 0<

Observed Line:  9034.38  4.0E-03  S/N:    14.24 FWHM:  26.7
   9029.43 |    9028.560  Na I       738376711      6  3.5E-06  28.8 1/0 9 
   9029.43 |    9028.900  C  II      403833917    261  5.8E-04  17.5 1/0 6B
   9029.43 |    9028.922  N  I       469797902    263  7.2E-05  16.8 1/0 6B
+  9029.43 |    9029.250  Cr II     1612361172      6  9.9E-07   5.9 2/0 7 
+  9029.43 |    9029.300  C  II      403817523      5  5.8E-04   4.2 0/0 2A
   9029.43 |    9029.825  Fe II]    1745954866     23  1.6E-05 -13.2 9/1 6B 9058.060 -22.5
   9029.43 |    9029.873  Fe II]    1746098323     23  7.3E-07 -14.8 3/0 8 
   9029.26 |    9029.920 [Cr II]    1611737137     54  2.5E-04 -22.0 1/0 7 
   9029.43 |    9030.360  Cr II     1612391999      6  9.1E-07 -31.0 5/0 * 
   9029.43 |    9030.380  Cr II     1612135777      6  1.5E-06 -31.7 */0 * 
   9029.43 | >  9032.000  O  I       537053331      4  4.4E-04 -85.5 0/0 0<

Observed Line:  9039.87  4.5E-04  S/N:     6.22 FWHM:  34.5
   9034.91 |    9034.100  C  II      403919007    262  5.8E-04  27.0 5/0 8 
   9034.75 |    9034.030  Cr I      1610896503      6  6.3E-07  23.8 5/0 9 
   9034.91 |    9034.200* C  II      403808305      5  5.8E-04  23.7 0/0 5B
   9034.91 |    9034.490  Na I       738373639      6  3.5E-06  14.0 1/0 7 
+  9034.75 |    9034.682  Fe I      1745257616      8  6.9E-07   2.1 2/1 4A 9217.310  -8.0
+  9034.91 |    9034.912  O  I]      537027619     23  1.7E-06   0.0 1/0 5B
+  9034.75 |    9035.000  S  I      1073899618      4  8.2E-06  -8.4 2/0 6D
   9034.75 |    9035.830  Cr I      1610725406      6  1.6E-06 -36.0 5/1 9  8947.260 -42.7
   9034.75 |    9035.880  S  I      1073786893    262  8.9E-06 -37.6 2/0 9 
   9034.91 |    9036.140  Cr II     1612083506      6  1.8E-06 -40.7 5/0 * 
   9035.00 |    9036.280  Ne III     673372307    262  7.8E-07 -42.4 3/0 * 
   9034.75 |    9036.340  S  I      1073785867    262  8.9E-06 -52.9 5/0 9 
   9034.91 | >  9037.010$ Ne I       671215635      6  6.0E-05 -69.6 0/0 0<

Observed Line:  9055.09  1.4E-03  S/N:     9.92 FWHM:  33.8
   9050.12 |    9049.070$ Ne I       671199249      6  6.0E-05  35.0 0/0 6D
   9050.21 |    9049.200  C  III     404928623      5  2.4E-06  33.6 0/0 8 
   9050.21 |    9049.200  C  III     404929648      5  2.4E-06  33.6 0/0 8 
   9050.12 |    9049.492  N  I       469869595    263  6.4E-05  21.0 2/0 7 
   9049.96 |    9049.357  Fe I      1745276057      8  6.8E-07  19.9 3/1 8  8945.161  27.6
   9050.12 |    9049.700 [Co III]   1814086687     53  2.2E-06  14.1 1/0 7 
   9050.21 |    9049.800$ O  II      538088539      6  2.8E-06  13.7 0/0 6D
+  9050.12 |    9049.889  N  I       469869596    263  6.4E-05   7.8 2/0 5B
+  9050.21 |    9050.260$ O  II      538087515      6  2.8E-06  -1.6 0/0 4A
+  9050.12 |    9050.370  Na I       738364424      6  3.5E-06  -8.1 1/0 5B
   9050.12 |    9050.600  Mn II     1679123752      5  6.3E-07 -15.7 5/1 7  9265.300 -23.4
   9050.21 |    9051.000  C  III     404924527      5  2.4E-06 -26.1 0/0 8 
   9050.21 |    9051.000  C  III     404925552      5  2.4E-06 -26.1 0/0 8 
   9050.12 |    9051.000  Si II      940667960    261  1.2E-06 -29.0 2/0 * 
   9050.12 |    9051.400  C  II      403895440    261  5.8E-04 -42.3 5/0 8 
   9050.21 |    9051.500  N  IV      473132234      5  1.2E-06 -42.7 0/0 8 
   9049.96 | >  9051.948 [Fe II]    1745893383     55  9.3E-03 -66.0 3/0 0<

Observed Line:  9062.35  2.8E-03  S/N:    30.38 FWHM:  30.8
   9057.38 |    9056.350  Na I       738358279      6  3.5E-06  34.1 1/1 7D 9060.940  32.1
   9057.21 |    9056.410  Cr I      1610841192      6  6.9E-07  26.6 5/1 9  9061.200  17.9
   9057.21 |    9056.539  Fe I      1745376447      8  6.0E-07  22.3 */0 * 
   9057.47 |    9057.000  O  V       541173840    260  1.3E-05  15.5 1/0 7D
   9057.21 |    9056.759$ Fe I      1745595641      7  5.5E-07  15.0 0/0 7D
   9057.38 |    9057.019  O  I       537048211      7  4.4E-04  12.0 0/0 4A
+  9057.38 |    9057.220$ Ar I      1208093716      7  1.9E-06   5.3 0/0 5B
+  9057.38 |    9057.227$ Ar I      1208092692      7  1.9E-06   5.1 0/0 5B
+  9057.21 |    9057.400  Cr I      1610837095      6  7.0E-07  -6.2 */0 7D
+  9057.38 |    9057.660  Cr II     1612387885      6  9.4E-07  -9.2 3/0 7D
   9057.38 |    9057.990  Cr II]    1611752506     22  5.3E-06 -20.2 7/0 9 
   9057.38 |    9058.060  Fe II]    1745953841     23  1.6E-05 -22.5 9/1 8  9029.825 -13.2
   9057.38 |    9058.066  Fe II     1746273540      7  4.0E-06 -22.7 2/0 * 
   9057.38 |    9058.150  Na I       738359304      6  3.5E-06 -25.5 1/0 9 
